,0
2022-01-03 07:00:00+01:00,369.0
2022-01-03 08:00:00+01:00,592.0
2022-01-03 09:00:00+01:00,835.0
2022-01-03 10:00:00+01:00,659.0
2022-01-03 11:00:00+01:00,549.0
2022-01-03 12:00:00+01:00,552.0
2022-01-03 13:00:00+01:00,368.0
2022-01-03 14:00:00+01:00,295.0
2022-01-03 15:00:00+01:00,295.0
2022-01-03 16:00:00+01:00,207.0
2022-01-03 17:00:00+01:00,974.0
2022-01-03 18:00:00+01:00,1539.0
2022-01-03 19:00:00+01:00,1297.0
2022-01-03 20:00:00+01:00,1256.0
2022-01-03 21:00:00+01:00,853.0
2022-01-03 22:00:00+01:00,501.0
2022-01-03 23:00:00+01:00,628.0
2022-01-04 00:00:00+01:00,824.0
2022-01-04 01:00:00+01:00,506.0
2022-01-04 02:00:00+01:00,119.0
2022-01-04 03:00:00+01:00,99.0
2022-01-04 04:00:00+01:00,0.0
2022-01-04 05:00:00+01:00,0.0
2022-01-04 06:00:00+01:00,0.0
2022-01-04 07:00:00+01:00,0.0
2022-01-04 08:00:00+01:00,128.0
2022-01-04 09:00:00+01:00,111.0
2022-01-04 10:00:00+01:00,139.0
2022-01-04 11:00:00+01:00,200.0
2022-01-04 12:00:00+01:00,439.0
2022-01-04 13:00:00+01:00,261.0
2022-01-04 14:00:00+01:00,263.0
2022-01-04 15:00:00+01:00,108.0
2022-01-04 16:00:00+01:00,33.0
2022-01-04 17:00:00+01:00,630.0
2022-01-04 18:00:00+01:00,962.0
2022-01-04 19:00:00+01:00,1034.0
2022-01-04 20:00:00+01:00,1774.0
2022-01-04 21:00:00+01:00,1757.0
2022-01-04 22:00:00+01:00,1809.0
2022-01-04 23:00:00+01:00,1730.0
2022-01-05 00:00:00+01:00,1081.0
2022-01-05 01:00:00+01:00,934.0
2022-01-05 02:00:00+01:00,987.0
2022-01-05 03:00:00+01:00,714.0
2022-01-05 04:00:00+01:00,775.0
2022-01-05 05:00:00+01:00,986.0
2022-01-05 06:00:00+01:00,1308.0
2022-01-05 07:00:00+01:00,1530.0
2022-01-05 08:00:00+01:00,1593.0
2022-01-05 09:00:00+01:00,1716.0
2022-01-05 10:00:00+01:00,1827.0
2022-01-05 11:00:00+01:00,1612.0
2022-01-05 12:00:00+01:00,1303.0
2022-01-05 13:00:00+01:00,1075.0
2022-01-05 14:00:00+01:00,1342.0
2022-01-05 15:00:00+01:00,1383.0
2022-01-05 16:00:00+01:00,1626.0
2022-01-05 17:00:00+01:00,2050.0
2022-01-05 18:00:00+01:00,2510.0
2022-01-05 19:00:00+01:00,2372.0
2022-01-05 20:00:00+01:00,2188.0
2022-01-05 21:00:00+01:00,1769.0
2022-01-05 22:00:00+01:00,2126.0
2022-01-05 23:00:00+01:00,2587.0
2022-01-06 00:00:00+01:00,2742.0
2022-01-06 01:00:00+01:00,3186.0
2022-01-06 02:00:00+01:00,3531.0
2022-01-06 03:00:00+01:00,3120.0
2022-01-06 04:00:00+01:00,3228.0
2022-01-06 05:00:00+01:00,3381.0
2022-01-06 06:00:00+01:00,2964.0
2022-01-06 07:00:00+01:00,3738.0
2022-01-06 08:00:00+01:00,4114.0
2022-01-06 09:00:00+01:00,3777.0
2022-01-06 10:00:00+01:00,3510.0
2022-01-06 11:00:00+01:00,2949.0
2022-01-06 12:00:00+01:00,2720.0
2022-01-06 13:00:00+01:00,1672.0
2022-01-06 14:00:00+01:00,1254.0
2022-01-06 15:00:00+01:00,942.0
2022-01-06 16:00:00+01:00,1022.0
2022-01-06 17:00:00+01:00,1116.0
2022-01-06 18:00:00+01:00,1507.0
2022-01-06 19:00:00+01:00,1823.0
2022-01-06 20:00:00+01:00,1529.0
2022-01-06 21:00:00+01:00,1394.0
2022-01-06 22:00:00+01:00,1137.0
2022-01-06 23:00:00+01:00,591.0
